id,sex,age_cat,race,decile_score,two_year_recid
6143,Male,Greater than 45,African-American,4,1
6145,Male,25 - 45,African-American,6,0
6146,Male,25 - 45,African-American,7,0
6147,Male,Less than 25,African-American,6,1
6148,Female,25 - 45,African-American,2,0
6149,Male,Less than 25,African-American,5,1
6150,Male,25 - 45,Caucasian,2,0
6152,Male,25 - 45,African-American,2,0
6153,Male,25 - 45,African-American,5,0
6154,Male,25 - 45,African-American,3,0
6156,Male,25 - 45,Caucasian,1,0
6159,Male,25 - 45,African-American,10,0
6160,Male,25 - 45,African-American,8,1
6161,Male,25 - 45,African-American,4,0
6162,Female,25 - 45,Caucasian,3,0
6163,Male,25 - 45,African-American,6,0
6164,Female,25 - 45,African-American,1,0
6165,Male,25 - 45,Caucasian,2,1
6166,Male,Less than 25,Caucasian,5,1
6167,Female,Greater than 45,African-American,6,1
6169,Male,Less than 25,Caucasian,9,1
6170,Male,25 - 45,African-American,9,1
6171,Female,Greater than 45,African-American,1,0
6172,Male,25 - 45,Caucasian,7,1
6173,Male,Greater than 45,African-American,1,0
6175,Male,25 - 45,African-American,4,0
6177,Male,Less than 25,African-American,9,0
6178,Male,25 - 45,Caucasian,4,0
6179,Male,25 - 45,Caucasian,6,1
6180,Male,Less than 25,African-American,3,1
6182,Male,25 - 45,African-American,5,0
6183,Female,Less than 25,Caucasian,6,0
6185,Male,25 - 45,African-American,9,1
6189,Female,Greater than 45,Caucasian,2,0
6191,Female,25 - 45,African-American,5,0
6192,Male,Greater than 45,Caucasian,2,0
6193,Male,25 - 45,African-American,5,0
6195,Female,Less than 25,Caucasian,5,1
6196,Male,Less than 25,African-American,8,1
6198,Male,Greater than 45,Caucasian,4,0
6199,Male,25 - 45,Caucasian,9,1
6200,Male,25 - 45,Hispanic,2,0
6201,Female,Greater than 45,Caucasian,1,0
6202,Male,25 - 45,Hispanic,1,1
6203,Male,25 - 45,African-American,3,0
6205,Male,Greater than 45,African-American,1,1
6206,Male,Greater than 45,Hispanic,1,0
6207,Male,25 - 45,African-American,8,1
6208,Male,25 - 45,African-American,6,0
6210,Male,Less than 25,African-American,10,1
6212,Male,Greater than 45,African-American,1,0
6213,Female,25 - 45,Caucasian,2,0
6215,Female,Less than 25,Other,3,0
6216,Male,Less than 25,African-American,4,1
6219,Male,25 - 45,African-American,8,0
6221,Male,25 - 45,Caucasian,2,0
6222,Male,Less than 25,Other,3,1
6223,Male,Greater than 45,Other,1,0
6224,Male,Less than 25,Hispanic,4,0
6226,Female,25 - 45,Caucasian,1,1
6227,Female,Less than 25,African-American,7,1
6228,Male,Greater than 45,Caucasian,1,0
6229,Male,25 - 45,Caucasian,5,1
6230,Female,Greater than 45,Other,1,0
6231,Male,Greater than 45,African-American,5,0
6234,Female,Greater than 45,African-American,7,0
6236,Male,25 - 45,Asian,1,0
6238,Male,25 - 45,Hispanic,2,0
6239,Male,Greater than 45,African-American,1,0
6240,Male,Greater than 45,African-American,1,0
6241,Male,25 - 45,Caucasian,2,0
6242,Female,Greater than 45,Caucasian,1,0
6244,Male,25 - 45,Hispanic,5,1
6245,Male,25 - 45,Caucasian,9,0
6247,Male,25 - 45,African-American,7,1
6248,Male,25 - 45,Caucasian,1,0
6249,Male,25 - 45,Caucasian,3,1
6250,Male,Less than 25,African-American,9,1
6251,Male,25 - 45,African-American,4,0
6256,Male,25 - 45,African-American,7,1
6259,Male,Greater than 45,Caucasian,1,0
6260,Male,25 - 45,Caucasian,8,1
6264,Female,25 - 45,African-American,10,0
6266,Male,25 - 45,African-American,3,0
6267,Female,Greater than 45,Caucasian,1,1
6268,Female,25 - 45,African-American,3,0
6271,Male,25 - 45,Caucasian,3,0
6274,Male,25 - 45,Hispanic,10,1
6278,Female,25 - 45,African-American,2,0
6280,Male,25 - 45,African-American,7,0
6281,Male,25 - 45,Caucasian,4,0
6282,Male,Less than 25,Hispanic,5,1
6284,Male,Less than 25,African-American,5,0
6285,Female,25 - 45,Caucasian,3,1
6286,Male,Less than 25,African-American,9,1
6287,Male,25 - 45,Caucasian,1,0
6289,Female,25 - 45,Caucasian,6,1
6292,Male,Greater than 45,African-American,1,0
6293,Female,25 - 45,African-American,1,0
6296,Male,25 - 45,African-American,5,1
6297,Female,25 - 45,Caucasian,7,0
6299,Female,Less than 25,African-American,5,0
6300,Male,25 - 45,African-American,5,0
6301,Male,25 - 45,African-American,4,1
6302,Male,Less than 25,African-American,3,0
6303,Female,25 - 45,Hispanic,2,0
6304,Male,25 - 45,African-American,9,1
6305,Female,Less than 25,African-American,3,0
6312,Male,25 - 45,African-American,5,1
6314,Male,Less than 25,Caucasian,6,1
6315,Male,25 - 45,African-American,3,1
6317,Male,25 - 45,Caucasian,6,1
6319,Male,Less than 25,African-American,9,1
6320,Male,25 - 45,African-American,10,1
6321,Male,25 - 45,African-American,6,0
6322,Male,25 - 45,Caucasian,6,1
6323,Male,Greater than 45,Caucasian,1,1
6324,Male,Less than 25,Hispanic,7,0
6326,Male,Less than 25,Caucasian,8,1
6328,Female,Greater than 45,African-American,2,0
6330,Female,25 - 45,Caucasian,5,0
6332,Male,Greater than 45,African-American,4,1
6335,Male,25 - 45,African-American,2,0
6336,Male,25 - 45,African-American,9,1
6337,Male,Greater than 45,African-American,5,0
6338,Male,25 - 45,African-American,5,1
6339,Male,Greater than 45,African-American,5,1
6341,Male,25 - 45,Other,1,0
6344,Male,25 - 45,Caucasian,7,0
6345,Male,Less than 25,African-American,3,0
6347,Male,Less than 25,African-American,10,1
6349,Female,25 - 45,African-American,2,0
6353,Male,Greater than 45,African-American,1,0
6354,Female,Greater than 45,Caucasian,3,1
6356,Male,25 - 45,Hispanic,1,1
6359,Male,Greater than 45,African-American,6,1
6360,Male,25 - 45,Caucasian,3,0
6361,Male,Less than 25,African-American,7,0
6362,Female,25 - 45,Hispanic,4,1
6365,Male,Greater than 45,African-American,9,1
6367,Male,25 - 45,African-American,7,1
6368,Male,25 - 45,African-American,10,1
6369,Male,25 - 45,Caucasian,5,0
6371,Male,25 - 45,African-American,9,1
6372,Male,25 - 45,African-American,6,1
6373,Male,25 - 45,African-American,10,1
6375,Male,25 - 45,African-American,6,1
6376,Male,Greater than 45,African-American,1,0
6377,Male,25 - 45,Caucasian,7,1
6378,Male,25 - 45,African-American,7,1
6379,Male,Less than 25,Caucasian,6,0
6380,Male,25 - 45,African-American,7,0
6381,Male,25 - 45,African-American,6,1
6382,Male,25 - 45,African-American,2,0
6383,Male,Greater than 45,Caucasian,1,1
6384,Male,Less than 25,African-American,8,1
6386,Male,25 - 45,Hispanic,3,1
6387,Female,Less than 25,Hispanic,2,0
6389,Female,25 - 45,Caucasian,7,1
6390,Male,Greater than 45,African-American,1,0
6391,Male,Less than 25,African-American,8,1
6392,Male,Greater than 45,African-American,1,1
6393,Male,Less than 25,African-American,6,1
6394,Male,Greater than 45,African-American,2,0
6395,Male,Greater than 45,Caucasian,1,0
6396,Male,Greater than 45,Caucasian,1,0
6398,Female,25 - 45,Caucasian,2,0
6399,Male,25 - 45,Caucasian,3,0
6400,Male,25 - 45,African-American,4,1
6401,Male,Greater than 45,Caucasian,1,0
6402,Female,25 - 45,African-American,3,0
6405,Male,Greater than 45,Caucasian,1,0
6406,Male,Greater than 45,Hispanic,6,0
6409,Male,25 - 45,African-American,2,1
6412,Male,Less than 25,Other,10,0
6413,Male,Greater than 45,African-American,4,0
6414,Male,25 - 45,Hispanic,6,0
6415,Male,Greater than 45,African-American,8,0
6420,Male,Less than 25,African-American,9,1
6422,Female,Less than 25,African-American,9,0
6424,Male,Greater than 45,Hispanic,1,0
6425,Female,25 - 45,African-American,2,0
6426,Male,25 - 45,Other,8,1
6427,Male,25 - 45,African-American,2,0
6428,Female,25 - 45,Caucasian,10,1
6430,Male,Greater than 45,African-American,1,0
6431,Female,Less than 25,Other,4,1
6432,Female,25 - 45,Caucasian,5,0
6433,Female,25 - 45,Caucasian,7,1
6434,Female,25 - 45,Hispanic,3,0
6436,Male,25 - 45,Hispanic,1,0
6439,Male,25 - 45,African-American,9,1
6441,Male,25 - 45,African-American,5,0
6442,Male,Less than 25,African-American,5,1
6443,Male,25 - 45,Caucasian,5,0
6446,Male,25 - 45,Caucasian,1,1
6447,Male,Less than 25,African-American,4,0
6448,Male,25 - 45,Caucasian,6,1
6449,Male,Greater than 45,African-American,5,1
6450,Male,25 - 45,African-American,5,0
6451,Male,25 - 45,African-American,2,1
6453,Male,25 - 45,African-American,10,1
6458,Female,25 - 45,Hispanic,2,0
6459,Male,Greater than 45,African-American,6,1
6462,Male,Less than 25,African-American,8,1
6463,Male,25 - 45,African-American,8,0
6466,Male,Greater than 45,Caucasian,1,0
6467,Male,25 - 45,African-American,7,0
6468,Female,Greater than 45,African-American,1,0
6469,Male,Less than 25,Other,4,1
6470,Female,Less than 25,African-American,7,1
6471,Male,Greater than 45,Caucasian,9,1
6473,Male,25 - 45,African-American,5,1
6475,Male,25 - 45,African-American,1,0
6477,Male,Greater than 45,Caucasian,5,1
6478,Female,25 - 45,Hispanic,3,1
6480,Male,25 - 45,African-American,8,1
6481,Female,Less than 25,African-American,4,0
6482,Male,25 - 45,African-American,2,1
6483,Male,Greater than 45,Caucasian,2,0
6484,Female,Greater than 45,Caucasian,1,0
6485,Male,Greater than 45,African-American,2,0
6487,Female,25 - 45,African-American,1,0
6488,Female,Greater than 45,Caucasian,1,0
6489,Male,25 - 45,African-American,2,1
6490,Male,Less than 25,African-American,5,1
6491,Female,25 - 45,Caucasian,1,1
6492,Male,25 - 45,Caucasian,2,0
6495,Male,25 - 45,Asian,1,0
6496,Male,Less than 25,Caucasian,2,0
6497,Male,25 - 45,African-American,8,1
6498,Female,25 - 45,Caucasian,3,0
6500,Female,Less than 25,Caucasian,4,0
6501,Female,Greater than 45,African-American,1,0
6502,Male,25 - 45,African-American,7,1
6503,Male,25 - 45,Hispanic,2,1
6504,Male,25 - 45,African-American,10,1
6505,Male,25 - 45,Caucasian,2,0
6507,Male,25 - 45,African-American,3,1
6508,Female,25 - 45,African-American,3,0
6511,Male,25 - 45,African-American,6,1
6512,Male,25 - 45,Caucasian,2,0
6513,Male,Greater than 45,African-American,4,1
6514,Male,25 - 45,Caucasian,4,0
6518,Male,25 - 45,African-American,5,0
6520,Female,25 - 45,African-American,5,0
6521,Female,25 - 45,Caucasian,6,1
6522,Male,Less than 25,African-American,4,1
6524,Male,25 - 45,Caucasian,3,0
6525,Male,Greater than 45,Caucasian,1,1
6526,Female,25 - 45,Hispanic,2,0
6527,Female,Less than 25,African-American,2,0
6528,Male,25 - 45,African-American,6,1
6529,Male,Less than 25,Other,3,1
6531,Male,Less than 25,African-American,9,1
6533,Female,Less than 25,Hispanic,4,0
6534,Female,25 - 45,African-American,7,0
6535,Male,Less than 25,Caucasian,3,1
6536,Male,Greater than 45,Caucasian,1,0
6537,Male,25 - 45,Caucasian,4,1
6538,Male,25 - 45,Caucasian,1,0
6539,Male,25 - 45,Other,1,0
6541,Male,Less than 25,Caucasian,9,1
6546,Male,25 - 45,Hispanic,8,0
6547,Male,Less than 25,Hispanic,5,1
6548,Male,Less than 25,African-American,5,1
6549,Male,Greater than 45,African-American,1,1
6550,Male,Greater than 45,African-American,5,1
6551,Male,25 - 45,Caucasian,4,0
6552,Female,Greater than 45,Caucasian,4,1
6553,Male,Less than 25,African-American,6,0
6554,Female,25 - 45,African-American,4,0
6557,Male,Greater than 45,African-American,6,0
6558,Male,Greater than 45,Caucasian,1,1
6560,Female,Greater than 45,African-American,4,0
6563,Male,25 - 45,Caucasian,7,1
6564,Male,25 - 45,Caucasian,3,0
6566,Male,25 - 45,African-American,9,1
6570,Male,Greater than 45,Caucasian,4,0
6571,Male,Greater than 45,African-American,8,1
6572,Male,25 - 45,Caucasian,3,0
6573,Male,25 - 45,Other,2,1
6574,Female,25 - 45,African-American,2,1
6575,Male,25 - 45,Hispanic,1,1
6577,Male,25 - 45,Caucasian,2,0
6578,Male,Greater than 45,Caucasian,1,0
6580,Male,Greater than 45,Caucasian,1,0
6583,Male,25 - 45,African-American,7,0
6584,Male,25 - 45,Caucasian,3,0
6585,Male,25 - 45,African-American,9,1
6586,Female,Greater than 45,Caucasian,5,1
6587,Male,Less than 25,African-American,9,1
6588,Male,Less than 25,African-American,4,0
6589,Female,25 - 45,African-American,5,1
6591,Female,Greater than 45,African-American,1,0
6592,Female,Greater than 45,Caucasian,1,0
6593,Male,Greater than 45,African-American,1,0
6594,Male,Less than 25,African-American,7,0
6595,Male,25 - 45,African-American,1,0
6596,Male,Greater than 45,African-American,1,1
6597,Male,25 - 45,African-American,9,1
6600,Male,25 - 45,Hispanic,2,1
6601,Male,Greater than 45,African-American,1,0
6602,Male,25 - 45,Caucasian,4,1
6603,Male,Less than 25,African-American,9,1
6604,Male,25 - 45,African-American,3,1
6605,Female,Less than 25,African-American,8,0
6606,Male,25 - 45,African-American,5,0
6608,Male,25 - 45,Caucasian,9,1
6611,Male,Greater than 45,African-American,1,0
6613,Male,25 - 45,African-American,2,0
6614,Male,Less than 25,Caucasian,2,0
6615,Female,Greater than 45,Other,1,0
6616,Male,25 - 45,Caucasian,2,1
6621,Male,25 - 45,Hispanic,2,1
6624,Male,Greater than 45,Hispanic,4,1
6626,Male,25 - 45,African-American,2,0
6627,Male,25 - 45,Hispanic,1,0
6629,Female,25 - 45,Caucasian,5,1
6631,Male,25 - 45,African-American,5,1
6633,Male,25 - 45,Caucasian,4,0
6634,Male,25 - 45,African-American,7,1
6636,Male,Less than 25,Caucasian,3,0
6637,Female,25 - 45,Caucasian,1,0
6638,Male,Less than 25,African-American,4,1
6639,Male,Greater than 45,African-American,1,0
6641,Male,Less than 25,African-American,10,1
6642,Male,25 - 45,Caucasian,3,0
6645,Female,25 - 45,African-American,1,0
6646,Male,25 - 45,African-American,7,1
6649,Male,25 - 45,Caucasian,5,1
6650,Male,Less than 25,African-American,8,1
6651,Female,25 - 45,African-American,4,0
6652,Male,25 - 45,African-American,8,1
6653,Female,25 - 45,Caucasian,6,0
6654,Male,Less than 25,African-American,7,1
6655,Female,25 - 45,African-American,1,0
6657,Female,25 - 45,African-American,7,1
6658,Male,25 - 45,African-American,4,1
6659,Male,Less than 25,African-American,7,0
6660,Male,25 - 45,Caucasian,2,1
6661,Male,Less than 25,Caucasian,2,0
6662,Male,25 - 45,African-American,1,0
6663,Male,25 - 45,African-American,4,0
6665,Female,Less than 25,African-American,8,0
6667,Female,Less than 25,African-American,4,0
6668,Male,25 - 45,African-American,2,1
6669,Male,25 - 45,African-American,10,0
6670,Male,25 - 45,Caucasian,5,1
6671,Female,Less than 25,Caucasian,6,1
6672,Male,Less than 25,African-American,10,1
6679,Female,25 - 45,Other,7,1
6681,Male,25 - 45,African-American,9,1
6683,Female,Less than 25,African-American,6,1
6685,Male,25 - 45,African-American,5,0
6686,Male,25 - 45,Caucasian,2,1
6687,Male,25 - 45,Caucasian,8,1
6688,Male,25 - 45,Caucasian,4,0
6689,Male,Greater than 45,Caucasian,1,0
6690,Male,25 - 45,African-American,10,1
6691,Female,25 - 45,Caucasian,9,0
6692,Male,25 - 45,Caucasian,2,0
6693,Male,25 - 45,Caucasian,3,0
6695,Male,25 - 45,African-American,4,0
6696,Male,Less than 25,African-American,7,0
6697,Male,25 - 45,Caucasian,5,0
6698,Male,25 - 45,African-American,8,1
6699,Female,25 - 45,Caucasian,7,0
6701,Male,Less than 25,African-American,5,0
6702,Female,25 - 45,African-American,1,0
6703,Male,25 - 45,African-American,2,0
6704,Male,25 - 45,Caucasian,5,0
6705,Female,25 - 45,Caucasian,8,0
6706,Male,25 - 45,African-American,10,1
6708,Male,25 - 45,African-American,2,0
6712,Female,25 - 45,Caucasian,2,0
6713,Male,25 - 45,Other,2,0
6715,Female,25 - 45,African-American,5,0
6717,Female,25 - 45,Caucasian,6,0
6719,Male,25 - 45,African-American,7,1
6721,Female,25 - 45,African-American,1,0
6722,Male,25 - 45,Caucasian,5,0
6726,Male,25 - 45,Hispanic,3,1
6729,Female,25 - 45,Hispanic,2,0
6730,Female,25 - 45,African-American,6,0
6731,Female,25 - 45,Caucasian,2,0
6732,Male,Less than 25,Caucasian,9,1
6733,Male,Less than 25,African-American,4,0
6735,Female,Greater than 45,Hispanic,1,0
6737,Male,Less than 25,African-American,4,1
6739,Male,Greater than 45,African-American,8,1
6740,Female,25 - 45,African-American,5,1
6741,Male,Less than 25,African-American,4,0
6744,Male,25 - 45,African-American,10,1
6747,Male,Less than 25,African-American,9,1
6748,Male,Less than 25,Other,3,0
6749,Female,Less than 25,Caucasian,10,0
6751,Male,25 - 45,Caucasian,2,1
6754,Female,Less than 25,Hispanic,4,0
6755,Female,Less than 25,African-American,4,1
6756,Male,25 - 45,Caucasian,1,1
6758,Female,25 - 45,Caucasian,1,1
6759,Male,25 - 45,African-American,9,1
6760,Male,25 - 45,African-American,7,0
6762,Male,Less than 25,Caucasian,3,1
6763,Female,25 - 45,Caucasian,2,0
6765,Male,Greater than 45,Hispanic,1,0
6766,Male,25 - 45,African-American,8,1
6769,Female,25 - 45,Caucasian,2,0
6771,Male,Greater than 45,African-American,7,0
6773,Female,25 - 45,Caucasian,2,0
6774,Male,25 - 45,Hispanic,2,0
6775,Male,25 - 45,African-American,9,1
6776,Male,Greater than 45,Caucasian,3,0
6778,Male,Less than 25,African-American,7,0
6780,Female,25 - 45,African-American,1,0
6781,Male,Greater than 45,Caucasian,2,0
6782,Male,Less than 25,Hispanic,8,0
6783,Female,Greater than 45,African-American,9,1
6784,Male,25 - 45,Other,1,0
6786,Male,25 - 45,Hispanic,3,0
6788,Male,Greater than 45,African-American,3,0
6791,Male,Greater than 45,African-American,1,0
6793,Female,25 - 45,Caucasian,3,0
6794,Male,25 - 45,Caucasian,4,1
6796,Male,Less than 25,African-American,2,1
6798,Male,Less than 25,Caucasian,5,0
6800,Male,Less than 25,African-American,3,0
6801,Male,25 - 45,Caucasian,8,0
6802,Female,25 - 45,Caucasian,1,0
6803,Male,Greater than 45,African-American,2,1
6804,Male,25 - 45,Caucasian,2,1
6805,Male,Less than 25,African-American,3,1
6807,Male,25 - 45,African-American,9,1
6808,Male,25 - 45,Other,1,0
6809,Male,25 - 45,African-American,6,0
6810,Male,Less than 25,African-American,9,1
6811,Male,Less than 25,African-American,9,1
6812,Male,Less than 25,Caucasian,4,0
6813,Male,Greater than 45,Other,1,0
6815,Male,Less than 25,African-American,9,0
6816,Female,25 - 45,African-American,2,0
6818,Female,Greater than 45,Caucasian,4,1
6819,Male,25 - 45,Hispanic,2,1
6820,Male,25 - 45,African-American,3,0
6824,Male,Greater than 45,Hispanic,3,0
6825,Male,Greater than 45,African-American,8,1
6827,Male,25 - 45,African-American,4,1
6828,Male,25 - 45,Caucasian,2,0
6829,Male,Greater than 45,African-American,2,0
6830,Female,Less than 25,Caucasian,9,1
6831,Female,25 - 45,Caucasian,10,1
6834,Male,25 - 45,Hispanic,1,0
6836,Male,Less than 25,Caucasian,3,1
6837,Male,Greater than 45,Caucasian,1,1
6838,Female,25 - 45,Caucasian,5,1
6840,Male,25 - 45,African-American,3,1
6846,Male,Less than 25,African-American,6,1
6847,Female,25 - 45,African-American,7,0
6850,Male,25 - 45,Caucasian,9,1
6851,Male,25 - 45,Caucasian,8,1
6852,Male,25 - 45,Other,2,1
6855,Male,25 - 45,Caucasian,2,1
6857,Female,25 - 45,African-American,2,0
6858,Male,Greater than 45,Caucasian,2,0
6859,Male,Less than 25,Caucasian,4,1
6860,Male,Less than 25,Hispanic,8,1
6862,Male,25 - 45,African-American,4,0
6863,Male,25 - 45,African-American,3,0
6864,Male,25 - 45,African-American,10,1
6866,Female,Less than 25,African-American,5,0
6870,Male,25 - 45,Caucasian,10,0
6872,Male,Greater than 45,African-American,2,0
6875,Male,Less than 25,Caucasian,8,0
6877,Female,25 - 45,African-American,2,0
6878,Male,Greater than 45,Caucasian,6,1
6881,Male,25 - 45,Hispanic,1,0
6882,Male,25 - 45,African-American,9,1
6883,Female,Greater than 45,Caucasian,2,0
6884,Male,25 - 45,Caucasian,8,0
6885,Female,25 - 45,Other,4,1
6886,Male,Greater than 45,African-American,8,1
6888,Female,25 - 45,African-American,6,0
6889,Male,25 - 45,Caucasian,4,1
6892,Male,Less than 25,African-American,4,1
6893,Male,25 - 45,African-American,5,0
6894,Male,25 - 45,African-American,5,0
6896,Male,25 - 45,Hispanic,10,1
6898,Male,Greater than 45,African-American,1,0
6899,Male,25 - 45,Caucasian,2,0
6900,Male,25 - 45,African-American,4,1
6901,Female,Less than 25,African-American,7,0
6904,Female,Less than 25,African-American,4,0
6906,Female,25 - 45,Hispanic,3,0
6908,Male,25 - 45,African-American,7,1
6910,Male,25 - 45,African-American,9,1
6911,Male,Less than 25,Hispanic,4,1
6912,Female,Greater than 45,African-American,6,0
6915,Male,25 - 45,African-American,7,1
6916,Male,Less than 25,African-American,6,0
6919,Female,25 - 45,African-American,3,1
6920,Male,25 - 45,African-American,6,0
6921,Male,25 - 45,African-American,1,0
6923,Male,25 - 45,African-American,3,0
6924,Male,Less than 25,African-American,9,1
6926,Male,25 - 45,Caucasian,3,1
6927,Male,25 - 45,African-American,5,1
6929,Male,25 - 45,Caucasian,3,0
6931,Male,25 - 45,African-American,2,0
6932,Male,Less than 25,Caucasian,7,1
6934,Female,25 - 45,African-American,3,0
6935,Male,Less than 25,Caucasian,5,1
6936,Male,Less than 25,African-American,6,1
6937,Female,25 - 45,Caucasian,4,0
6939,Male,Greater than 45,Caucasian,1,0
6941,Female,Greater than 45,African-American,2,1
6943,Female,Less than 25,African-American,3,1
6944,Female,25 - 45,Caucasian,1,0
6946,Male,Less than 25,African-American,7,1
6947,Female,25 - 45,African-American,5,1
6948,Male,25 - 45,African-American,5,0
6949,Male,25 - 45,Caucasian,1,1
6950,Male,Greater than 45,Caucasian,6,0
6952,Male,Less than 25,African-American,5,0
6955,Male,Less than 25,African-American,9,1
6957,Male,25 - 45,African-American,9,1
6959,Male,25 - 45,Hispanic,4,0
6960,Female,25 - 45,African-American,1,0
6961,Male,25 - 45,African-American,8,1
6963,Female,Greater than 45,Caucasian,2,0
6965,Female,25 - 45,Other,3,0
6967,Male,Less than 25,Caucasian,4,0
6968,Male,25 - 45,African-American,6,1
6971,Male,25 - 45,African-American,5,1
6975,Male,Less than 25,African-American,9,1
6976,Male,25 - 45,Caucasian,4,0
6977,Female,Greater than 45,Asian,3,1
6979,Male,25 - 45,Caucasian,2,0
6980,Female,25 - 45,African-American,9,1
6981,Male,25 - 45,Caucasian,1,1
6982,Male,Greater than 45,Hispanic,2,1
6983,Male,Greater than 45,African-American,1,0
6986,Male,25 - 45,Hispanic,5,0
6988,Male,Greater than 45,Hispanic,5,0
6989,Male,25 - 45,Caucasian,3,1
6990,Male,Greater than 45,African-American,6,0
6991,Male,25 - 45,African-American,3,1
6996,Female,Less than 25,African-American,5,1
6997,Male,25 - 45,African-American,4,1
6998,Male,25 - 45,Hispanic,5,1
6999,Male,Less than 25,African-American,4,0
7003,Male,Greater than 45,African-American,2,1
7004,Male,Less than 25,Caucasian,6,0
7005,Male,25 - 45,African-American,8,0
7006,Female,25 - 45,Caucasian,9,1
7007,Female,25 - 45,African-American,3,0
7008,Male,Greater than 45,African-American,8,1
7009,Male,Less than 25,African-American,5,1
7010,Male,Greater than 45,African-American,3,1
7011,Male,Greater than 45,African-American,5,0
7012,Male,25 - 45,African-American,2,0
7015,Male,Less than 25,Caucasian,2,0
7020,Male,25 - 45,Caucasian,2,1
7022,Male,25 - 45,African-American,3,1
7023,Male,25 - 45,Caucasian,5,0
7024,Male,25 - 45,Caucasian,7,0
7025,Female,25 - 45,African-American,1,1
7026,Male,25 - 45,African-American,4,0
7027,Male,Greater than 45,African-American,1,1
7028,Male,25 - 45,Caucasian,3,1
7029,Male,25 - 45,African-American,9,1
7030,Male,25 - 45,Other,1,0
7032,Female,Greater than 45,Caucasian,2,0
7033,Male,Less than 25,African-American,7,0
7034,Male,25 - 45,Caucasian,3,1
7036,Male,25 - 45,Hispanic,1,1
7037,Male,25 - 45,African-American,10,1
7039,Female,25 - 45,Caucasian,1,1
7040,Male,Less than 25,Caucasian,9,0
7041,Male,Less than 25,African-American,5,1
7042,Male,25 - 45,African-American,9,1
7043,Male,25 - 45,African-American,3,0
7044,Male,25 - 45,African-American,5,0
7045,Male,25 - 45,Caucasian,7,1
7047,Male,25 - 45,Native American,6,0
7048,Male,25 - 45,African-American,2,1
7050,Male,25 - 45,Hispanic,2,0
7051,Male,Greater than 45,African-American,1,0
7052,Male,Greater than 45,Caucasian,2,0
7053,Male,25 - 45,African-American,4,0
7054,Male,Greater than 45,Caucasian,1,0
7055,Male,25 - 45,Caucasian,5,0
7058,Male,Less than 25,African-American,6,0
7060,Female,25 - 45,African-American,8,0
7061,Male,Less than 25,Caucasian,5,1
7063,Male,Greater than 45,African-American,2,1
7064,Male,25 - 45,African-American,4,1
7067,Male,Less than 25,Caucasian,9,1
7068,Male,25 - 45,Caucasian,1,0
7070,Male,Less than 25,African-American,6,0
7073,Male,25 - 45,African-American,10,1
7074,Female,Less than 25,Caucasian,9,1
7076,Female,25 - 45,Caucasian,2,1
7077,Male,25 - 45,African-American,9,1
7078,Male,Greater than 45,African-American,8,1
7079,Male,25 - 45,Caucasian,7,0
7080,Female,Greater than 45,Caucasian,1,0
7082,Male,25 - 45,Hispanic,7,0
7084,Female,Less than 25,Caucasian,5,0
7086,Male,Greater than 45,African-American,10,1
7087,Male,Greater than 45,Other,1,0
7092,Male,25 - 45,Caucasian,1,0
7093,Male,Less than 25,African-American,3,0
7095,Male,25 - 45,Hispanic,5,0
7097,Male,25 - 45,African-American,10,0
7098,Male,Less than 25,African-American,7,1
7099,Male,25 - 45,African-American,2,0
7100,Male,25 - 45,African-American,9,1
7101,Female,Less than 25,Caucasian,5,0
7103,Male,Less than 25,Other,5,0
7104,Male,Greater than 45,Caucasian,6,1
7105,Male,25 - 45,African-American,10,1
7107,Male,25 - 45,African-American,5,1
7108,Male,25 - 45,African-American,5,1
7109,Male,Greater than 45,Caucasian,5,0
7110,Male,25 - 45,Caucasian,4,0
7111,Male,Greater than 45,Caucasian,3,1
7112,Male,Greater than 45,African-American,7,1
7114,Male,Less than 25,African-American,3,1
7116,Male,25 - 45,African-American,8,0
7117,Male,Greater than 45,Caucasian,1,0
7119,Male,Less than 25,African-American,5,0
7120,Male,Greater than 45,Caucasian,4,1
7121,Male,25 - 45,Asian,1,0
7123,Male,25 - 45,African-American,2,1
7124,Male,25 - 45,Caucasian,1,1
7125,Female,25 - 45,African-American,7,0
7126,Female,Greater than 45,Caucasian,1,0
7127,Male,25 - 45,Other,6,0
7130,Male,25 - 45,Caucasian,3,1
7131,Male,25 - 45,African-American,4,1
7135,Male,Greater than 45,Caucasian,4,0
7136,Male,25 - 45,African-American,10,1
7139,Female,25 - 45,African-American,1,0
7140,Female,25 - 45,African-American,6,1
7141,Male,25 - 45,Caucasian,1,0
7142,Female,25 - 45,Other,2,0
7143,Male,Greater than 45,African-American,1,0
7144,Male,25 - 45,African-American,9,0
7145,Male,25 - 45,African-American,4,1
7148,Male,Greater than 45,Hispanic,7,0
7149,Male,Less than 25,Caucasian,4,0
7150,Female,Less than 25,African-American,8,1
7151,Male,25 - 45,African-American,9,1
7153,Male,Less than 25,African-American,4,0
7154,Male,Greater than 45,Caucasian,1,0
7156,Male,Greater than 45,African-American,3,0
7157,Male,25 - 45,Hispanic,2,0
7158,Male,25 - 45,Caucasian,6,1
7159,Male,25 - 45,Hispanic,2,0
7160,Male,Less than 25,African-American,6,1
7162,Male,Greater than 45,African-American,5,1
7163,Male,25 - 45,African-American,3,1
7164,Male,Greater than 45,Caucasian,1,0
7166,Female,25 - 45,African-American,5,0
